"subject","answer_correct"
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,0
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,0
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
119,1
120,1
120,0
120,0
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,0
120,0
120,1
120,0
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,0
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,0
120,1
120,1
120,1
120,1
120,0
120,1
120,0
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,0
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,0
120,1
120,1
120,0
120,1
